date,depot,categorie,produit,quantite,prix_unitaire,montant
2025-02-20,Rabat,Boissons,Soda cola 1L x12,4,99.0,396.0
2025-02-20,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,14,245.0,3430.0
2025-02-20,Casablanca,Sucres,Sucre en morceaux 5kg,5,47.0,235.0
2025-02-20,Marrakech,Conserves,Sardines à l'huile x50,6,268.0,1608.0
2025-02-20,Marrakech,Boissons,Soda cola 1L x12,2,99.0,198.0
2025-02-20,Casablanca,Légumineuses,Pois chiches 1kg x12,9,118.0,1062.0
2025-02-20,Rabat,Boissons,Eau minérale 1.5L x6 (pack),2,27.0,54.0
2025-02-20,Casablanca,Biscuiterie,Chocolat tablette 100g x50,1,220.0,220.0
2025-02-20,Marrakech,Biscuiterie,Gaufrettes chocolat x48,31,134.0,4154.0
2025-02-20,Rabat,Conserves,Thon entier à l'huile x24,4,432.0,1728.0
2025-02-20,Casablanca,Sucres,Sucre en morceaux 5kg,3,47.0,141.0
2025-02-21,Rabat,Laitiers,Fromage fondu x48,6,158.0,948.0
2025-02-21,Rabat,Huiles,Huile d'olive extra vierge 1L,1,89.0,89.0
2025-02-21,Rabat,Légumineuses,Haricots blancs 1kg x12,17,122.0,2074.0
2025-02-21,Casablanca,Biscuiterie,Biscuits fourrés x36,6,115.0,690.0
2025-02-21,Rabat,Boissons,Jus d'orange 1L x12,96,99.75,9576.0
2025-02-21,Rabat,Farines,Farine de blé T55 25kg,6,172.0,1032.0
2025-02-21,Rabat,Boissons,Soda cola 1L x12,5,99.0,495.0
2025-02-21,Marrakech,Sucres,Sucre granulé 50kg,19,337.25,6407.75
2025-02-21,Rabat,Conserves,Sardines à l'huile x50,5,268.0,1340.0
2025-02-21,Marrakech,Condiments,Sel de table 1kg x24,2,46.0,92.0
2025-02-21,Rabat,Épicerie sucrée,Confiture abricot 850g x12,21,160.0,3360.0
2025-02-21,Casablanca,Légumineuses,Pois chiches 1kg x12,16,118.0,1888.0
2025-02-21,Casablanca,Condiments,Épices ras el hanout 500g x10,72,140.6,10123.2
2025-02-21,Marrakech,Farines,Farine de blé T45 10kg,22,75.0,1650.0
2025-02-21,Casablanca,Condiments,Épices ras el hanout 500g x10,1,148.0,148.0
2025-02-21,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,41,88.0,3608.0
2025-02-21,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,24,160.0,3840.0
2025-02-21,Casablanca,Légumineuses,Haricots blancs 1kg x12,4,122.0,488.0
2025-02-21,Marrakech,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2025-02-21,Rabat,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2025-02-21,Rabat,Thés & Cafés,Café moulu 1kg,5,125.0,625.0
2025-02-21,Casablanca,Thés & Cafés,Café moulu 1kg,5,125.0,625.0
2025-02-22,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,17,88.0,1496.0
2025-02-22,Casablanca,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2025-02-22,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),12,27.0,324.0
2025-02-22,Casablanca,Biscuiterie,Biscuits fourrés x36,18,115.0,2070.0
2025-02-22,Marrakech,Laitiers,Beurre 200g x40,12,296.0,3552.0
2025-02-22,Rabat,Condiments,Sel de table 1kg x24,8,46.0,368.0
2025-02-22,Marrakech,Légumineuses,Pois chiches 1kg x12,13,118.0,1534.0
2025-02-22,Marrakech,Condiments,Épices ras el hanout 500g x10,8,148.0,1184.0
2025-02-22,Casablanca,Biscuiterie,Gaufrettes chocolat x48,2,134.0,268.0
2025-02-22,Marrakech,Conserves,Thon entier à l'huile x24,8,432.0,3456.0
2025-02-22,Marrakech,Farines,Farine de blé T45 10kg,10,75.0,750.0
2025-02-22,Rabat,Condiments,Vinaigre 1L x12,2,54.0,108.0
2025-02-22,Rabat,Conserves,Tomate concentrée 4.5kg x6,16,240.0,3840.0
2025-02-22,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,18,360.0,6480.0
2025-02-22,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),13,27.0,351.0
2025-02-22,Marrakech,Laitiers,Beurre 200g x40,4,296.0,1184.0
2025-02-22,Casablanca,Condiments,Vinaigre 1L x12,5,54.0,270.0
2025-02-22,Casablanca,Laitiers,Fromage fondu x48,4,158.0,632.0
2025-02-22,Rabat,Riz & Pâtes,Couscous moyen 25kg,3,255.0,765.0
2025-02-22,Casablanca,Laitiers,Lait UHT 1L x12,17,85.5,1453.5
2025-02-22,Casablanca,Boissons,Jus d'orange 1L x12,13,105.0,1365.0
2025-02-22,Marrakech,Laitiers,Lait en poudre 2.5kg,11,168.0,1848.0
2025-02-22,Casablanca,Condiments,Sel de table 1kg x24,8,46.0,368.0
2025-02-22,Casablanca,Riz & Pâtes,Couscous moyen 25kg,11,255.0,2805.0
2025-02-22,Rabat,Huiles,Huile d'olive extra vierge 1L,9,89.0,801.0
2025-02-22,Marrakech,Conserves,Tomate concentrée 4.5kg x6,9,240.0,2160.0
2025-02-22,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,6,360.0,2160.0
2025-02-22,Rabat,Condiments,Sel de table 1kg x24,4,46.0,184.0
2025-02-22,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,13,88.0,1144.0
2025-02-22,Casablanca,Laitiers,Fromage fondu x48,2,158.0,316.0
2025-02-23,Rabat,Conserves,Tomate concentrée 4.5kg x6,10,240.0,2400.0
2025-02-23,Rabat,Légumineuses,Pois chiches 1kg x12,12,118.0,1416.0
2025-02-23,Casablanca,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2025-02-23,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,3,90.0,270.0
2025-02-24,Marrakech,Condiments,Olives vertes 5kg,6,110.0,660.0
2025-02-24,Rabat,Boissons,Jus d'orange 1L x12,3,105.0,315.0
2025-02-24,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,6,90.0,540.0
2025-02-24,Rabat,Riz & Pâtes,Couscous moyen 25kg,6,255.0,1530.0
2025-02-24,Rabat,Conserves,Tomate concentrée 4.5kg x6,3,240.0,720.0
2025-02-24,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),5,27.0,135.0
2025-02-24,Casablanca,Légumineuses,Pois chiches 1kg x12,2,118.0,236.0
2025-02-24,Marrakech,Biscuiterie,Gaufrettes chocolat x48,5,134.0,670.0
2025-02-24,Casablanca,Biscuiterie,Chocolat tablette 100g x50,1,220.0,220.0
2025-02-24,Marrakech,Farines,Farine de blé T55 25kg,5,172.0,860.0
2025-02-24,Casablanca,Conserves,Sardines à l'huile x50,6,268.0,1608.0
2025-02-24,Rabat,Légumineuses,Haricots blancs 1kg x12,15,122.0,1830.0
2025-02-24,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),74,25.65,1898.1
2025-02-24,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,78,83.6,6520.8
2025-02-24,Casablanca,Biscuiterie,Biscuits fourrés x36,5,115.0,575.0
2025-02-24,Rabat,Conserves,Tomate concentrée 4.5kg x6,17,240.0,4080.0
2025-02-24,Rabat,Conserves,Sardines à l'huile x50,23,254.6,5855.8
2025-02-24,Rabat,Sucres,Sucre granulé 50kg,3,355.0,1065.0
2025-02-24,Rabat,Sucres,Sucre en morceaux 5kg,2,47.0,94.0
2025-02-24,Marrakech,Biscuiterie,Gaufrettes chocolat x48,20,127.3,2546.0
2025-02-24,Rabat,Conserves,Thon entier à l'huile x24,4,432.0,1728.0
2025-02-24,Rabat,Conserves,Sardines à l'huile x50,12,268.0,3216.0
2025-02-24,Marrakech,Sucres,Sucre granulé 50kg,11,355.0,3905.0
2025-02-24,Casablanca,Biscuiterie,Chocolat tablette 100g x50,10,220.0,2200.0
2025-02-24,Marrakech,Sucres,Sucre granulé 50kg,4,355.0,1420.0
2025-02-24,Rabat,Laitiers,Lait UHT 1L x12,22,90.0,1980.0
2025-02-25,Casablanca,Légumineuses,Lentilles vertes 1kg x12,28,119.7,3351.6
2025-02-25,Casablanca,Condiments,Sel de table 1kg x24,2,46.0,92.0
2025-02-25,Casablanca,Boissons,Soda cola 1L x12,8,99.0,792.0
2025-02-25,Casablanca,Légumineuses,Haricots blancs 1kg x12,14,122.0,1708.0
2025-02-25,Casablanca,Boissons,Jus d'orange 1L x12,5,105.0,525.0
2025-02-25,Rabat,Légumineuses,Pois chiches 1kg x12,5,118.0,590.0
2025-02-25,Rabat,Laitiers,Lait en poudre 2.5kg,4,168.0,672.0
2025-02-25,Marrakech,Laitiers,Lait UHT 1L x12,2,90.0,180.0
2025-02-25,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),23,27.0,621.0
2025-02-25,Rabat,Conserves,Thon entier à l'huile x24,8,432.0,3456.0
2025-02-25,Casablanca,Riz & Pâtes,Riz long grain 25kg,8,285.0,2280.0
2025-02-25,Rabat,Boissons,Jus d'orange 1L x12,28,99.75,2793.0
2025-02-25,Casablanca,Laitiers,Lait en poudre 2.5kg,6,168.0,1008.0
2025-02-25,Casablanca,Laitiers,Lait UHT 1L x12,7,90.0,630.0
2025-02-25,Casablanca,Légumineuses,Haricots blancs 1kg x12,6,122.0,732.0
2025-02-25,Rabat,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2025-02-25,Casablanca,Huiles,Huile de tournesol 5L,16,92.0,1472.0
2025-02-25,Casablanca,Laitiers,Beurre 200g x40,14,296.0,4144.0
2025-02-25,Casablanca,Farines,Farine de blé T55 25kg,3,172.0,516.0
2025-02-25,Marrakech,Laitiers,Fromage fondu x48,1,158.0,158.0
2025-02-25,Marrakech,Condiments,Vinaigre 1L x12,12,54.0,648.0
2025-02-25,Casablanca,Laitiers,Fromage fondu x48,1,158.0,158.0
2025-02-25,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,7,360.0,2520.0
2025-02-25,Casablanca,Laitiers,Lait en poudre 2.5kg,12,168.0,2016.0
2025-02-25,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,10,160.0,1600.0
2025-02-25,Casablanca,Légumineuses,Haricots blancs 1kg x12,13,122.0,1586.0
2025-02-25,Casablanca,Sucres,Sucre granulé 50kg,9,355.0,3195.0
2025-02-25,Casablanca,Condiments,Épices ras el hanout 500g x10,25,140.6,3515.0
2025-02-25,Rabat,Farines,Farine de blé T45 10kg,30,75.0,2250.0
2025-02-25,Marrakech,Biscuiterie,Gaufrettes chocolat x48,8,134.0,1072.0
2025-02-25,Casablanca,Sucres,Sucre en morceaux 5kg,7,47.0,329.0
2025-02-25,Casablanca,Biscuiterie,Gaufrettes chocolat x48,9,134.0,1206.0
2025-02-26,Casablanca,Condiments,Olives vertes 5kg,15,110.0,1650.0
2025-02-26,Casablanca,Huiles,Huile d'olive extra vierge 1L,67,84.55,5664.85
2025-02-26,Casablanca,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2025-02-26,Rabat,Biscuiterie,Chocolat tablette 100g x50,19,209.0,3971.0
2025-02-26,Rabat,Huiles,Huile d'olive extra vierge 1L,45,89.0,4005.0
2025-02-26,Casablanca,Riz & Pâtes,Couscous moyen 25kg,2,255.0,510.0
2025-02-26,Rabat,Laitiers,Beurre 200g x40,11,296.0,3256.0
2025-02-26,Marrakech,Riz & Pâtes,Riz long grain 25kg,11,285.0,3135.0
2025-02-26,Marrakech,Légumineuses,Lentilles vertes 1kg x12,102,119.7,12209.4
2025-02-26,Rabat,Boissons,Soda cola 1L x12,14,99.0,1386.0
2025-02-26,Rabat,Épicerie sucrée,Confiture abricot 850g x12,3,160.0,480.0
2025-02-26,Marrakech,Riz & Pâtes,Pâtes spaghetti 500g x20,12,90.0,1080.0
2025-02-26,Casablanca,Farines,Farine de blé T55 25kg,76,163.4,12418.4
2025-02-26,Rabat,Boissons,Eau minérale 1.5L x6 (pack),25,25.65,641.25
2025-02-26,Rabat,Conserves,Thon entier à l'huile x24,9,432.0,3888.0
2025-02-26,Casablanca,Huiles,Huile de tournesol 5L,18,92.0,1656.0
2025-02-26,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,3,88.0,264.0
2025-02-26,Rabat,Huiles,Huile de tournesol 5L,6,92.0,552.0
2025-02-26,Rabat,Huiles,Huile de tournesol 5L,4,92.0,368.0
2025-02-26,Rabat,Huiles,Huile de tournesol 5L,33,92.0,3036.0
2025-02-26,Marrakech,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2025-02-26,Casablanca,Biscuiterie,Gaufrettes chocolat x48,4,134.0,536.0
2025-02-26,Rabat,Huiles,Huile d'olive extra vierge 1L,7,89.0,623.0
2025-02-26,Rabat,Biscuiterie,Chocolat tablette 100g x50,7,220.0,1540.0
2025-02-26,Casablanca,Laitiers,Beurre 200g x40,75,281.2,21090.0
2025-02-26,Casablanca,Épicerie sucrée,Miel pur 1kg x6,9,330.0,2970.0
2025-02-26,Marrakech,Riz & Pâtes,Couscous moyen 25kg,7,255.0,1785.0
2025-02-26,Rabat,Légumineuses,Haricots blancs 1kg x12,34,122.0,4148.0
2025-02-26,Marrakech,Biscuiterie,Biscuits fourrés x36,1,115.0,115.0
2025-02-26,Casablanca,Légumineuses,Lentilles vertes 1kg x12,12,126.0,1512.0
2025-02-26,Casablanca,Biscuiterie,Biscuits fourrés x36,4,115.0,460.0
2025-02-27,Rabat,Condiments,Épices ras el hanout 500g x10,4,148.0,592.0
2025-02-27,Casablanca,Laitiers,Fromage fondu x48,9,158.0,1422.0
2025-02-27,Marrakech,Conserves,Thon entier à l'huile x24,24,432.0,10368.0
2025-02-27,Rabat,Condiments,Épices ras el hanout 500g x10,4,148.0,592.0
2025-02-27,Casablanca,Épicerie sucrée,Miel pur 1kg x6,3,330.0,990.0
2025-02-27,Rabat,Laitiers,Beurre 200g x40,21,281.2,5905.2
2025-02-27,Casablanca,Biscuiterie,Gaufrettes chocolat x48,7,134.0,938.0
2025-02-27,Casablanca,Légumineuses,Pois chiches 1kg x12,20,118.0,2360.0
2025-02-27,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,30,360.0,10800.0
2025-02-27,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,4,160.0,640.0
2025-02-27,Rabat,Sucres,Sucre granulé 50kg,5,355.0,1775.0
2025-02-27,Rabat,Épicerie sucrée,Confiture abricot 850g x12,2,160.0,320.0
2025-02-27,Casablanca,Farines,Farine de blé T45 10kg,2,75.0,150.0
2025-02-27,Rabat,Boissons,Soda cola 1L x12,13,99.0,1287.0
2025-02-27,Casablanca,Biscuiterie,Gaufrettes chocolat x48,4,134.0,536.0
2025-02-27,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,6,88.0,528.0
2025-02-28,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,6,160.0,960.0
2025-02-28,Rabat,Épicerie sucrée,Confiture abricot 850g x12,8,160.0,1280.0
2025-02-28,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,11,360.0,3960.0
2025-02-28,Casablanca,Biscuiterie,Gaufrettes chocolat x48,16,134.0,2144.0
2025-02-28,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,5,90.0,450.0
2025-02-28,Casablanca,Condiments,Épices ras el hanout 500g x10,79,140.6,11107.4
2025-02-28,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,44,232.75,10241.0
2025-02-28,Marrakech,Boissons,Jus d'orange 1L x12,8,105.0,840.0
2025-02-28,Rabat,Boissons,Soda cola 1L x12,15,99.0,1485.0
2025-02-28,Casablanca,Condiments,Sel de table 1kg x24,31,43.7,1354.7
2025-02-28,Rabat,Légumineuses,Haricots blancs 1kg x12,28,115.9,3245.2
2025-02-28,Casablanca,Condiments,Épices ras el hanout 500g x10,6,148.0,888.0
2025-02-28,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,31,342.0,10602.0
2025-02-28,Rabat,Condiments,Épices ras el hanout 500g x10,6,148.0,888.0
2025-02-28,Rabat,Sucres,Sucre granulé 50kg,8,355.0,2840.0
2025-02-28,Marrakech,Biscuiterie,Chocolat tablette 100g x50,2,220.0,440.0
2025-02-28,Rabat,Thés & Cafés,Café moulu 1kg,9,125.0,1125.0
2025-02-28,Casablanca,Conserves,Thon entier à l'huile x24,3,432.0,1296.0
2025-02-28,Casablanca,Biscuiterie,Gaufrettes chocolat x48,17,127.3,2164.1
2025-02-28,Marrakech,Légumineuses,Lentilles vertes 1kg x12,36,126.0,4536.0
2025-02-28,Casablanca,Farines,Farine de blé T45 10kg,5,75.0,375.0
2025-02-28,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,5,90.0,450.0
2025-02-28,Rabat,Farines,Farine de blé T45 10kg,12,75.0,900.0
2025-02-28,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),4,27.0,108.0
2025-02-28,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,12,90.0,1080.0
2025-02-28,Rabat,Boissons,Jus d'orange 1L x12,11,105.0,1155.0
2025-02-28,Rabat,Huiles,Huile de tournesol 5L,9,92.0,828.0
2025-02-28,Rabat,Conserves,Thon entier à l'huile x24,13,432.0,5616.0
2025-02-28,Casablanca,Thés & Cafés,Café moulu 1kg,2,125.0,250.0
2025-02-28,Rabat,Laitiers,Lait UHT 1L x12,2,90.0,180.0
2025-02-28,Marrakech,Farines,Farine de blé T45 10kg,32,71.25,2280.0
2025-02-28,Rabat,Laitiers,Lait en poudre 2.5kg,11,168.0,1848.0
2025-02-28,Casablanca,Condiments,Olives vertes 5kg,3,110.0,330.0
2025-02-28,Marrakech,Farines,Farine de blé T55 25kg,14,172.0,2408.0
2025-02-28,Casablanca,Riz & Pâtes,Couscous moyen 25kg,8,255.0,2040.0
2025-02-28,Casablanca,Huiles,Huile d'olive extra vierge 1L,16,89.0,1424.0
2025-02-28,Casablanca,Laitiers,Beurre 200g x40,11,296.0,3256.0
2025-02-28,Rabat,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2025-03-01,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,6,245.0,1470.0
2025-03-01,Rabat,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2025-03-01,Rabat,Boissons,Eau minérale 1.5L x6 (pack),5,27.0,135.0
2025-03-01,Marrakech,Boissons,Jus d'orange 1L x12,31,105.0,3255.0
2025-03-01,Marrakech,Laitiers,Lait UHT 1L x12,21,85.5,1795.5
2025-03-01,Marrakech,Conserves,Tomate concentrée 4.5kg x6,28,240.0,6720.0
2025-03-01,Rabat,Épicerie sucrée,Miel pur 1kg x6,54,313.5,16929.0
2025-03-01,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,35,88.0,3080.0
2025-03-01,Rabat,Huiles,Huile d'olive extra vierge 1L,12,89.0,1068.0
2025-03-01,Rabat,Laitiers,Lait UHT 1L x12,16,85.5,1368.0
2025-03-01,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,19,245.0,4655.0
2025-03-01,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,3,88.0,264.0
2025-03-01,Marrakech,Biscuiterie,Chocolat tablette 100g x50,20,220.0,4400.0
2025-03-01,Casablanca,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2025-03-01,Rabat,Laitiers,Beurre 200g x40,12,296.0,3552.0
2025-03-01,Marrakech,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2025-03-01,Marrakech,Biscuiterie,Gaufrettes chocolat x48,24,134.0,3216.0
2025-03-01,Marrakech,Laitiers,Fromage fondu x48,7,158.0,1106.0
2025-03-01,Casablanca,Légumineuses,Pois chiches 1kg x12,26,112.1,2914.6
2025-03-01,Marrakech,Laitiers,Lait en poudre 2.5kg,5,168.0,840.0
2025-03-01,Casablanca,Légumineuses,Lentilles vertes 1kg x12,16,126.0,2016.0
2025-03-02,Casablanca,Huiles,Huile d'olive extra vierge 1L,13,89.0,1157.0
2025-03-02,Marrakech,Légumineuses,Haricots blancs 1kg x12,5,122.0,610.0
2025-03-02,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,50,152.0,7600.0
2025-03-02,Rabat,Sucres,Sucre granulé 50kg,2,355.0,710.0
2025-03-03,Rabat,Légumineuses,Haricots blancs 1kg x12,33,115.9,3824.7
2025-03-03,Casablanca,Riz & Pâtes,Riz long grain 25kg,6,285.0,1710.0
2025-03-03,Marrakech,Huiles,Huile de tournesol 5L,3,92.0,276.0
2025-03-03,Marrakech,Thés & Cafés,Café moulu 1kg,5,125.0,625.0
2025-03-03,Marrakech,Conserves,Sardines à l'huile x50,11,268.0,2948.0
2025-03-03,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,14,360.0,5040.0
2025-03-03,Casablanca,Conserves,Thon entier à l'huile x24,3,432.0,1296.0
2025-03-03,Casablanca,Boissons,Jus d'orange 1L x12,9,105.0,945.0
2025-03-03,Marrakech,Condiments,Épices ras el hanout 500g x10,13,148.0,1924.0
2025-03-03,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,5,160.0,800.0
2025-03-03,Rabat,Laitiers,Lait UHT 1L x12,20,85.5,1710.0
2025-03-03,Casablanca,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2025-03-04,Rabat,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2025-03-04,Rabat,Huiles,Huile d'olive extra vierge 1L,6,89.0,534.0
2025-03-04,Marrakech,Condiments,Olives vertes 5kg,3,110.0,330.0
2025-03-04,Rabat,Boissons,Jus d'orange 1L x12,7,105.0,735.0
2025-03-04,Rabat,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2025-03-04,Marrakech,Riz & Pâtes,Pâtes spaghetti 500g x20,3,90.0,270.0
2025-03-04,Casablanca,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2025-03-04,Marrakech,Sucres,Sucre granulé 50kg,6,355.0,2130.0
2025-03-04,Rabat,Huiles,Huile d'olive extra vierge 1L,4,89.0,356.0
2025-03-04,Rabat,Biscuiterie,Chocolat tablette 100g x50,18,220.0,3960.0
2025-03-04,Rabat,Épicerie sucrée,Miel pur 1kg x6,21,330.0,6930.0
2025-03-04,Rabat,Sucres,Sucre granulé 50kg,1,355.0,355.0
2025-03-04,Rabat,Légumineuses,Lentilles vertes 1kg x12,5,126.0,630.0
2025-03-04,Casablanca,Boissons,Jus d'orange 1L x12,13,105.0,1365.0
2025-03-04,Rabat,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2025-03-04,Casablanca,Laitiers,Beurre 200g x40,7,296.0,2072.0
2025-03-04,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,30,88.0,2640.0
2025-03-04,Casablanca,Épicerie sucrée,Miel pur 1kg x6,18,330.0,5940.0
2025-03-04,Rabat,Boissons,Eau minérale 1.5L x6 (pack),8,27.0,216.0
2025-03-05,Rabat,Laitiers,Fromage fondu x48,3,158.0,474.0
2025-03-05,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,64,152.0,9728.0
2025-03-05,Marrakech,Conserves,Sardines à l'huile x50,9,268.0,2412.0
2025-03-05,Rabat,Boissons,Eau minérale 1.5L x6 (pack),5,27.0,135.0
2025-03-05,Rabat,Boissons,Eau minérale 1.5L x6 (pack),6,27.0,162.0
2025-03-05,Rabat,Sucres,Sucre granulé 50kg,9,355.0,3195.0
2025-03-05,Rabat,Boissons,Jus d'orange 1L x12,4,105.0,420.0
2025-03-05,Casablanca,Laitiers,Fromage fondu x48,8,158.0,1264.0
2025-03-05,Casablanca,Thés & Cafés,Café moulu 1kg,2,125.0,250.0
2025-03-05,Rabat,Boissons,Jus d'orange 1L x12,12,105.0,1260.0
2025-03-05,Rabat,Condiments,Sel de table 1kg x24,12,46.0,552.0
2025-03-05,Marrakech,Boissons,Soda cola 1L x12,2,99.0,198.0
2025-03-05,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),10,27.0,270.0
2025-03-05,Casablanca,Huiles,Huile de tournesol 5L,15,92.0,1380.0
2025-03-05,Rabat,Conserves,Tomate concentrée 4.5kg x6,4,240.0,960.0
2025-03-05,Rabat,Sucres,Sucre granulé 50kg,3,355.0,1065.0
2025-03-06,Rabat,Sucres,Sucre granulé 50kg,29,355.0,10295.0
2025-03-06,Rabat,Farines,Farine de blé T55 25kg,12,172.0,2064.0
2025-03-06,Marrakech,Condiments,Épices ras el hanout 500g x10,23,148.0,3404.0
2025-03-06,Marrakech,Laitiers,Fromage fondu x48,20,158.0,3160.0
2025-03-06,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,6,160.0,960.0
2025-03-06,Casablanca,Légumineuses,Haricots blancs 1kg x12,34,122.0,4148.0
2025-03-06,Casablanca,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2025-03-06,Marrakech,Laitiers,Beurre 200g x40,23,281.2,6467.6
2025-03-06,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,11,88.0,968.0
2025-03-06,Casablanca,Thés & Cafés,Café moulu 1kg,13,125.0,1625.0
2025-03-06,Marrakech,Sucres,Sucre granulé 50kg,20,337.25,6745.0
2025-03-06,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,9,90.0,810.0
2025-03-06,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,38,245.0,9310.0
2025-03-06,Casablanca,Épicerie sucrée,Miel pur 1kg x6,4,330.0,1320.0
2025-03-06,Marrakech,Boissons,Jus d'orange 1L x12,36,99.75,3591.0
2025-03-06,Casablanca,Farines,Farine de blé T55 25kg,7,172.0,1204.0
2025-03-06,Casablanca,Laitiers,Fromage fondu x48,7,158.0,1106.0
2025-03-06,Rabat,Légumineuses,Lentilles vertes 1kg x12,2,126.0,252.0
2025-03-06,Rabat,Laitiers,Fromage fondu x48,3,158.0,474.0
2025-03-06,Rabat,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2025-03-07,Casablanca,Condiments,Vinaigre 1L x12,9,54.0,486.0
2025-03-07,Marrakech,Laitiers,Beurre 200g x40,8,296.0,2368.0
2025-03-07,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,16,360.0,5760.0
2025-03-07,Rabat,Conserves,Thon entier à l'huile x24,28,410.4,11491.2
2025-03-07,Rabat,Condiments,Épices ras el hanout 500g x10,17,148.0,2516.0
2025-03-07,Rabat,Boissons,Eau minérale 1.5L x6 (pack),36,25.65,923.4
2025-03-07,Casablanca,Légumineuses,Lentilles vertes 1kg x12,12,126.0,1512.0
2025-03-07,Marrakech,Laitiers,Lait en poudre 2.5kg,83,168.0,13944.0
2025-03-07,Casablanca,Boissons,Jus d'orange 1L x12,6,105.0,630.0
2025-03-07,Casablanca,Sucres,Sucre en morceaux 5kg,10,47.0,470.0
2025-03-07,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,12,360.0,4320.0
2025-03-07,Marrakech,Légumineuses,Pois chiches 1kg x12,8,118.0,944.0
2025-03-07,Casablanca,Légumineuses,Pois chiches 1kg x12,12,118.0,1416.0
2025-03-07,Casablanca,Sucres,Sucre granulé 50kg,60,337.25,20235.0
2025-03-07,Marrakech,Biscuiterie,Chocolat tablette 100g x50,30,209.0,6270.0
2025-03-07,Marrakech,Condiments,Vinaigre 1L x12,1,54.0,54.0
2025-03-07,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,12,245.0,2940.0
2025-03-07,Marrakech,Laitiers,Beurre 200g x40,5,296.0,1480.0
2025-03-07,Rabat,Condiments,Vinaigre 1L x12,3,54.0,162.0
2025-03-07,Rabat,Conserves,Sardines à l'huile x50,8,268.0,2144.0
2025-03-07,Rabat,Huiles,Huile de tournesol 5L,21,87.4,1835.4
